ID,Poet,Poetry,cleaned_text
11,ahmad-faraz,"aise chup haiñ ki ye manzil bhī kaḌī ho jaise 
terā milnā bhī judā.ī kī ghaḌī ho jaise 
apne hī saa.e se har gaam laraz jaatā huuñ 
rāste meñ koī dīvār khaḌī ho jaise 
kitne nādāñ haiñ tire bhūlne vaale ki tujhe 
yaad karne ke liye umr paḌī ho jaise 
tere māthe kī shikan pahle bhī dekhī thī magar 
ye girah ab ke mire dil meñ paḌī ho jaise 
manzileñ duur bhī haiñ manzileñ nazdīk bhī haiñ 
apne hī paañv meñ zanjīr paḌī ho jaise 
aaj dil khol ke ro.e haiñ to yuuñ ḳhush haiñ 'farāz' 
chand lamhoñ kī ye rāhat bhī baḌī ho jaise","aise chup hain ki ye manzil bhi kaḌi ho jaise 
tera milna bhi judai ki ghaḌi ho jaise 
apne hi saae se har gaam laraz jaata huun 
raste men koi divar khaḌi ho jaise 
kitne nadan hain tire bhulne vaale ki tujhe 
yaad karne ke liye umr paḌi ho jaise 
tere mathe ki shikan pahle bhi dekhi thi magar 
ye girah ab ke mire dil men paḌi ho jaise 
manzilen duur bhi hain manzilen nazdik bhi hain 
apne hi paanv men zanjir paḌi ho jaise 
aaj dil khol ke roe hain to yuun khush hain 'faraz' 
chand lamhon ki ye rahat bhi baḌi ho jaise"
12,ahmad-faraz,"ajab junūn-e-masāfat meñ ghar se niklā thā 
ḳhabar nahīñ hai ki sūraj kidhar se niklā thā 
ye kaun phir se unhīñ rāstoñ meñ chhoḌ gayā 
abhī abhī to azāb-e-safar se niklā thā 
ye tiir dil meñ magar be-sabab nahīñ utrā 
koī to harf lab-e-chāragar se niklā thā 
ye ab jo aag banā shahr shahr phailā hai 
yahī dhuāñ mire dīvār-o-dar se niklā thā 
maiñ raat TuuT ke royā to chain se soyā 
ki dil kā zahr mirī chashm-e-tar se niklā thā 
ye ab jo sar haiñ ḳhamīda kulāh kī ḳhātir 
ye aib bhī to ham ahl-e-hunar se niklā thā 
vo qais ab jise majnūñ pukārte haiñ 'farāz' 
tirī tarah koī dīvāna ghar se niklā thā","ajab junun-e-masafat men ghar se nikla tha 
khabar nahin hai ki suraj kidhar se nikla tha 
ye kaun phir se unhin raston men chhoḌ gaya 
abhi abhi to azab-e-safar se nikla tha 
ye tiir dil men magar be-sabab nahin utra 
koi to harf lab-e-charagar se nikla tha 
ye ab jo aag bana shahr shahr phaila hai 
yahi dhuan mire divar-o-dar se nikla tha 
main raat TuuT ke roya to chain se soya 
ki dil ka zahr miri chashm-e-tar se nikla tha 
ye ab jo sar hain khamida kulah ki khatir 
ye aib bhi to ham ahl-e-hunar se nikla tha 
vo qais ab jise majnun pukarte hain 'faraz' 
tiri tarah koi divana ghar se nikla tha"
13,ahmad-faraz,"avval avval kī dostī hai abhī 
ik ġhazal hai ki ho rahī hai abhī 
maiñ bhī shahr-e-vafā meñ nau-vārid 
vo bhī ruk ruk ke chal rahī hai abhī 
maiñ bhī aisā kahāñ kā zūd-shanās 
vo bhī lagtā hai sochtī hai abhī 
dil kī vāraftagī hai apnī jagah 
phir bhī kuchh ehtiyāt sī hai abhī 
garche pahlā sā ijtināb nahīñ 
phir bhī kam kam supurdagī hai abhī 
kaisā mausam hai kuchh nahīñ khultā 
būñdā-bāndī bhī dhuup bhī hai abhī 
ḳhud-kalāmī meñ kab ye nashsha thā 
jis tarah rū-ba-rū koī hai abhī 
qurbateñ laakh ḳhūb-sūrat hoñ 
dūriyoñ meñ bhī dilkashī hai abhī 
fasl-e-gul meñ bahār pahlā gulāb 
kis kī zulfoñ meñ Tāñktī hai abhī 
muddateñ ho ga.iiñ 'farāz' magar 
vo jo dīvāngī ki thī hai abhī","avval avval ki dosti hai abhi 
ik ghazal hai ki ho rahi hai abhi 
main bhi shahr-e-vafa men nau-varid 
vo bhi ruk ruk ke chal rahi hai abhi 
main bhi aisa kahan ka zud-shanas 
vo bhi lagta hai sochti hai abhi 
dil ki varaftagi hai apni jagah 
phir bhi kuchh ehtiyat si hai abhi 
garche pahla sa ijtinab nahin 
phir bhi kam kam supurdagi hai abhi 
kaisa mausam hai kuchh nahin khulta 
bunda-bandi bhi dhuup bhi hai abhi 
khud-kalami men kab ye nashsha tha 
jis tarah ru-ba-ru koi hai abhi 
qurbaten laakh khub-surat hon 
duriyon men bhi dilkashi hai abhi 
fasl-e-gul men bahar pahla gulab 
kis ki zulfon men Tankti hai abhi 
muddaten ho gaiin 'faraz' magar 
vo jo divangi ki thi hai abhi"
14,ahmad-faraz,"dost ban kar bhī nahīñ saath nibhāne vaalā 
vahī andāz hai zālim kā zamāne vaalā 
ab use log samajhte haiñ giraftār mirā 
saḳht nādim hai mujhe daam meñ laane vaalā 
sub.h-dam chhoḌ gayā nik.hat-e-gul kī sūrat 
raat ko ġhuncha-e-dil meñ simaT aane vaalā 
kyā kaheñ kitne marāsim the hamāre us se 
vo jo ik shaḳhs hai muñh pher ke jaane vaalā 
tere hote hue aa jaatī thī saarī duniyā 
aaj tanhā huuñ to koī nahīñ aane vaalā 
muntazir kis kā huuñ TuuTī huī dahlīz pe maiñ 
kaun aa.egā yahāñ kaun hai aane vaalā 
kyā ḳhabar thī jo mirī jaañ meñ ghulā hai itnā 
hai vahī mujh ko sar-e-dār bhī laane vaalā 
maiñ ne dekhā hai bahāroñ meñ chaman ko jalte 
hai koī ḳhvāb kī tābīr batāne vaalā 
tum takalluf ko bhī iḳhlās samajhte ho 'farāz' 
dost hotā nahīñ har haath milāne vaalā","dost ban kar bhi nahin saath nibhane vaala 
vahi andaz hai zalim ka zamane vaala 
ab use log samajhte hain giraftar mira 
sakht nadim hai mujhe daam men laane vaala 
subh-dam chhoḌ gaya nikhat-e-gul ki surat 
raat ko ghuncha-e-dil men simaT aane vaala 
kya kahen kitne marasim the hamare us se 
vo jo ik shakhs hai munh pher ke jaane vaala 
tere hote hue aa jaati thi saari duniya 
aaj tanha huun to koi nahin aane vaala 
muntazir kis ka huun TuuTi hui dahliz pe main 
kaun aaega yahan kaun hai aane vaala 
kya khabar thi jo miri jaan men ghula hai itna 
hai vahi mujh ko sar-e-dar bhi laane vaala 
main ne dekha hai baharon men chaman ko jalte 
hai koi khvab ki tabir batane vaala 
tum takalluf ko bhi ikhlas samajhte ho 'faraz' 
dost hota nahin har haath milane vaala"
15,ahmad-faraz,"dukh fasāna nahīñ ki tujh se kaheñ 
dil bhī maanā nahīñ ki tujh se kaheñ 
aaj tak apnī bekalī kā sabab 
ḳhud bhī jaanā nahīñ ki tujh se kaheñ 
be-tarah hāl-e-dil hai aur tujh se 
dostāna nahīñ ki tujh se kaheñ 
ek tū harf-e-āshnā thā magar 
ab zamāna nahīñ ki tujh se kaheñ 
qāsidā ham faqīr logoñ kā 
ik Thikāna nahīñ ki tujh se kaheñ 
ai ḳhudā dard-e-dil hai baḳhshish-e-dost 
āb-o-dāna nahīñ ki tujh se kaheñ 
ab to apnā bhī us galī meñ 'farāz' 
aanā jaanā nahīñ ki tujh se kaheñ","dukh fasana nahin ki tujh se kahen 
dil bhi maana nahin ki tujh se kahen 
aaj tak apni bekali ka sabab 
khud bhi jaana nahin ki tujh se kahen 
be-tarah hal-e-dil hai aur tujh se 
dostana nahin ki tujh se kahen 
ek tu harf-e-ashna tha magar 
ab zamana nahin ki tujh se kahen 
qasida ham faqir logon ka 
ik Thikana nahin ki tujh se kahen 
ai khuda dard-e-dil hai bakhshish-e-dost 
ab-o-dana nahin ki tujh se kahen 
ab to apna bhi us gali men 'faraz' 
aana jaana nahin ki tujh se kahen"
16,ahmad-faraz,"guftugū achchhī lagī zauq-e-nazar achchhā lagā 
muddatoñ ke baad koī ham-safar achchhā lagā 
dil kā dukh jaanā to dil kā mas.ala hai par hameñ 
us kā hañs denā hamāre haal par achchhā lagā 
har tarah kī be-sar-o-sāmāniyoñ ke bāvajūd 
aaj vo aayā to mujh ko apnā ghar achchhā lagā 
bāġhbāñ gulchīñ ko chāhe jo kahe ham ko to phuul 
shāḳh se baḌh kar kaf-e-dildār par achchhā lagā 
koī maqtal meñ na pahuñchā kaun zālim thā jise 
teġh-e-qātil se ziyāda apnā sar achchhā lagā 
ham bhī qaa.el haiñ vafā meñ ustuvārī ke magar 
koī pūchhe kaun kis ko umr bhar achchhā lagā 
apnī apnī chāhateñ haiñ log ab jo bhī kaheñ 
ik parī-paikar ko ik āshufta-sar achchhā lagā 
'mīr' ke mānind aksar ziist kartā thā 'farāz' 
thā to vo dīvāna sā shā.ir magar achchhā lagā","guftugu achchhi lagi zauq-e-nazar achchha laga 
muddaton ke baad koi ham-safar achchha laga 
dil ka dukh jaana to dil ka masala hai par hamen 
us ka hans dena hamare haal par achchha laga 
har tarah ki be-sar-o-samaniyon ke bavajud 
aaj vo aaya to mujh ko apna ghar achchha laga 
baghban gulchin ko chahe jo kahe ham ko to phuul 
shakh se baḌh kar kaf-e-dildar par achchha laga 
koi maqtal men na pahuncha kaun zalim tha jise 
tegh-e-qatil se ziyada apna sar achchha laga 
ham bhi qaael hain vafa men ustuvari ke magar 
koi puchhe kaun kis ko umr bhar achchha laga 
apni apni chahaten hain log ab jo bhi kahen 
ik pari-paikar ko ik ashufta-sar achchha laga 
'mir' ke manind aksar ziist karta tha 'faraz' 
tha to vo divana sa shair magar achchha laga"
17,ahmad-faraz,"har koī dil kī hathelī pe hai sahrā rakkhe 
kis ko sairāb kare vo kise pyāsā rakkhe 
umr bhar kaun nibhātā hai ta.alluq itnā 
ai mirī jaan ke dushman tujhe allāh rakkhe 
ham ko achchhā nahīñ lagtā koī hamnām tirā 
koī tujh sā ho to phir naam bhī tujh sā rakkhe 
dil bhī pāgal hai ki us shaḳhs se vābasta hai 
jo kisī aur kā hone de na apnā rakkhe 
kam nahīñ tama-e-ibādat bhī to hirs-e-zar se 
faqr to vo hai ki jo diin na duniyā rakkhe 
hañs na itnā bhī faqīroñ ke akele-pan par 
jā ḳhudā merī tarah tujh ko bhī tanhā rakkhe 
ye qanā.at hai itā.at hai ki chāhat hai 'farāz' 
ham to raazī haiñ vo jis haal meñ jaisā rakkhe","har koi dil ki hatheli pe hai sahra rakkhe 
kis ko sairab kare vo kise pyasa rakkhe 
umr bhar kaun nibhata hai taalluq itna 
ai miri jaan ke dushman tujhe allah rakkhe 
ham ko achchha nahin lagta koi hamnam tira 
koi tujh sa ho to phir naam bhi tujh sa rakkhe 
dil bhi pagal hai ki us shakhs se vabasta hai 
jo kisi aur ka hone de na apna rakkhe 
kam nahin tama-e-ibadat bhi to hirs-e-zar se 
faqr to vo hai ki jo diin na duniya rakkhe 
hans na itna bhi faqiron ke akele-pan par 
ja khuda meri tarah tujh ko bhi tanha rakkhe 
ye qanaat hai itaat hai ki chahat hai 'faraz' 
ham to raazi hain vo jis haal men jaisa rakkhe"
18,ahmad-faraz,"havā ke zor se pindār-e-bām-o-dar bhī gayā 
charāġh ko jo bachāte the un kā ghar bhī gayā 
pukārte rahe mahfūz kashtiyoñ vaale 
maiñ Dūbtā huā dariyā ke paar utar bhī gayā 
ab ehtiyāt kī dīvār kyā uThāte ho 
jo chor dil meñ chhupā thā vo kaam kar bhī gayā 
maiñ chup rahā ki isī meñ thī āfiyat jaañ kī 
koī to merī tarah thā jo daar par bhī gayā 
sulagte sochte vīrān mausamoñ kī tarah 
kaḌā thā ahd-e-javānī magar guzar bhī gayā 
jise bhulā na sakā us ko yaad kyā rakhtā 
jo naam lab pe rahā zehn se utar bhī gayā 
phaTī phaTī huī āñkhoñ se yuuñ na dekh mujhe 
tujhe talāsh hai jis shaḳhs kī vo mar bhī gayā 
magar falak ko adāvat usī ke ghar se thī 
jahāñ 'farāz' na thā sail-e-ġham udhar bhī gayā","hava ke zor se pindar-e-bam-o-dar bhi gaya 
charagh ko jo bachate the un ka ghar bhi gaya 
pukarte rahe mahfuz kashtiyon vaale 
main Dubta hua dariya ke paar utar bhi gaya 
ab ehtiyat ki divar kya uThate ho 
jo chor dil men chhupa tha vo kaam kar bhi gaya 
main chup raha ki isi men thi afiyat jaan ki 
koi to meri tarah tha jo daar par bhi gaya 
sulagte sochte viran mausamon ki tarah 
kaḌa tha ahd-e-javani magar guzar bhi gaya 
jise bhula na saka us ko yaad kya rakhta 
jo naam lab pe raha zehn se utar bhi gaya 
phaTi phaTi hui ankhon se yuun na dekh mujhe 
tujhe talash hai jis shakhs ki vo mar bhi gaya 
magar falak ko adavat usi ke ghar se thi 
jahan 'faraz' na tha sail-e-gham udhar bhi gaya"
19,ahmad-faraz,"huī hai shaam to āñkhoñ meñ bas gayā phir tū 
kahāñ gayā hai mire shahr ke musāfir tū 
mirī misāl ki ik naḳhl-e-ḳhushk-e-sahrā huuñ 
tirā ḳhayāl ki shāḳh-e-chaman kā taa.ir tū 
maiñ jāntā huuñ ki duniyā tujhe badal degī 
maiñ māntā huuñ ki aisā nahīñ ba-zāhir tū 
hañsī-ḳhushī se bichhaḌ jā agar bichhaḌnā hai 
ye har maqām pe kyā sochtā hai āḳhir tū 
fazā udaas hai rut muzmahil hai maiñ chup huuñ 
jo ho sake to chalā aa kisī kī ḳhātir tū 
'farāz' tū ne use mushkiloñ meñ Daal diyā 
zamāna sāhab-e-zar aur sirf shā.er tū","hui hai shaam to ankhon men bas gaya phir tu 
kahan gaya hai mire shahr ke musafir tu 
miri misal ki ik nakhl-e-khushk-e-sahra huun 
tira khayal ki shakh-e-chaman ka taair tu 
main janta huun ki duniya tujhe badal degi 
main manta huun ki aisa nahin ba-zahir tu 
hansi-khushi se bichhaḌ ja agar bichhaḌna hai 
ye har maqam pe kya sochta hai akhir tu 
faza udaas hai rut muzmahil hai main chup huun 
jo ho sake to chala aa kisi ki khatir tu 
'faraz' tu ne use mushkilon men Daal diya 
zamana sahab-e-zar aur sirf shaer tu"
20,ahmad-faraz,"is qadar musalsal thiiñ shiddateñ judā.ī kī 
aaj pahlī baar us se maiñ ne bevafā.ī kī 
varna ab talak yuuñ thā ḳhvāhishoñ kī bārish meñ 
yā to TuuT kar royā yā ġhazal-sarā.ī kī 
taj diyā thā kal jin ko ham ne terī chāhat meñ 
aaj un se majbūran taaza āshnā.ī kī 
ho chalā thā jab mujh ko iḳhtilāf apne se 
tū ne kis ghaḌī zālim merī ham-navā.ī kī 
tark kar chuke qāsid kū-e-nā-murādāñ ko 
kaun ab ḳhabar laave shahr-e-āshnā.ī kī 
tanz o ta.ana o tohmat sab hunar haiñ nāseh ke 
aap se koī pūchhe ham ne kyā burā.ī kī 
phir qafas meñ shor uTThā qaidiyoñ kā aur sayyād 
dekhnā uḌā degā phir ḳhabar rihā.ī kī 
dukh huā jab us dar par kal 'farāz' ko dekhā 
laakh aib the us meñ ḳhū na thī gadā.ī kī","is qadar musalsal thiin shiddaten judai ki 
aaj pahli baar us se main ne bevafai ki 
varna ab talak yuun tha khvahishon ki barish men 
ya to TuuT kar roya ya ghazal-sarai ki 
taj diya tha kal jin ko ham ne teri chahat men 
aaj un se majburan taaza ashnai ki 
ho chala tha jab mujh ko ikhtilaf apne se 
tu ne kis ghaḌi zalim meri ham-navai ki 
tark kar chuke qasid ku-e-na-muradan ko 
kaun ab khabar laave shahr-e-ashnai ki 
tanz o taana o tohmat sab hunar hain naseh ke 
aap se koi puchhe ham ne kya burai ki 
phir qafas men shor uTTha qaidiyon ka aur sayyad 
dekhna uḌa dega phir khabar rihai ki 
dukh hua jab us dar par kal 'faraz' ko dekha 
laakh aib the us men khu na thi gadai ki"
21,ahmad-faraz,"is se pahle ki be-vafā ho jaa.eñ 
kyuuñ na ai dost ham judā ho jaa.eñ 
tū bhī hiire se ban gayā patthar 
ham bhī kal jaane kyā se kyā ho jaa.eñ 
tū ki yaktā thā be-shumār huā 
ham bhī TūTeñ to jā-ba-jā ho jaa.eñ 
ham bhī majbūriyoñ kā uzr kareñ 
phir kahīñ aur mubtalā ho jaa.eñ 
ham agar manzileñ na ban paa.e 
manziloñ tak kā rāstā ho jaa.eñ 
der se soch meñ haiñ parvāne 
raakh ho jaa.eñ yā havā ho jaa.eñ 
ishq bhī khel hai nasīboñ kā 
ḳhaak ho jaa.eñ kīmiyā ho jaa.eñ 
ab ke gar tū mile to ham tujh se 
aise lipTeñ tirī qabā ho jaa.eñ 
bandagī ham ne chhoḌ dī hai 'farāz' 
kyā kareñ log jab ḳhudā ho jaa.eñ","is se pahle ki be-vafa ho jaaen 
kyuun na ai dost ham juda ho jaaen 
tu bhi hiire se ban gaya patthar 
ham bhi kal jaane kya se kya ho jaaen 
tu ki yakta tha be-shumar hua 
ham bhi TuTen to ja-ba-ja ho jaaen 
ham bhi majburiyon ka uzr karen 
phir kahin aur mubtala ho jaaen 
ham agar manzilen na ban paae 
manzilon tak ka rasta ho jaaen 
der se soch men hain parvane 
raakh ho jaaen ya hava ho jaaen 
ishq bhi khel hai nasibon ka 
khaak ho jaaen kimiya ho jaaen 
ab ke gar tu mile to ham tujh se 
aise lipTen tiri qaba ho jaaen 
bandagi ham ne chhoḌ di hai 'faraz' 
kya karen log jab khuda ho jaaen"
22,ahmad-faraz,"jab bhī dil khol ke ro.e hoñge 
log ārām se so.e hoñge 
ba.az auqāt ba-majbūrī-e-dil 
ham to kyā aap bhī ro.e hoñge 
sub.h tak dast-e-sabā ne kyā kyā 
phuul kāñToñ meñ piro.e hoñge 
vo safīne jinheñ tūfāñ na mile 
nā-ḳhudāoñ ne Dubo.e hoñge 
raat bhar hañste hue tāroñ ne 
un ke aariz bhī bhigo.e hoñge 
kyā ajab hai vo mile bhī hoñ 'farāz' 
ham kisī dhyān meñ kho.e hoñge","jab bhi dil khol ke roe honge 
log aram se soe honge 
baaz auqat ba-majburi-e-dil 
ham to kya aap bhi roe honge 
subh tak dast-e-saba ne kya kya 
phuul kanTon men piroe honge 
vo safine jinhen tufan na mile 
na-khudaon ne Duboe honge 
raat bhar hanste hue taron ne 
un ke aariz bhi bhigoe honge 
kya ajab hai vo mile bhi hon 'faraz' 
ham kisi dhyan men khoe honge"
23,ahmad-faraz,"jis samt bhī dekhūñ nazar aatā hai ki tum ho 
ai jān-e-jahāñ ye koī tum sā hai ki tum ho 
ye ḳhvāb hai ḳhushbū hai ki jhoñkā hai ki pal hai 
ye dhund hai bādal hai ki saayā hai ki tum ho 
is diid kī saa.at meñ ka.ī rañg haiñ larzāñ 
maiñ huuñ ki koī aur hai duniyā hai ki tum ho 
dekho ye kisī aur kī āñkheñ haiñ ki merī 
dekhūñ ye kisī aur kā chehra hai ki tum ho 
ye umr-e-gurezāñ kahīñ Thahre to ye jānūñ 
har saañs meñ mujh ko yahī lagtā hai ki tum ho 
har bazm meñ mauzū-e-suḳhan dil-zadagāñ kā 
ab kaun hai shīrīñ hai ki lailā hai ki tum ho 
ik dard kā phailā huā sahrā hai ki maiñ huuñ 
ik mauj meñ aayā huā dariyā hai ki tum ho 
vo vaqt na aa.e ki dil-e-zār bhī soche 
is shahr meñ tanhā koī ham sā hai ki tum ho 
ābād ham āshufta-saroñ se nahīñ maqtal 
ye rasm abhī shahr meñ zinda hai ki tum ho 
ai jān-e-'farāz' itnī bhī taufīq kise thī 
ham ko ġham-e-hastī bhī gavārā hai ki tum ho","jis samt bhi dekhun nazar aata hai ki tum ho 
ai jan-e-jahan ye koi tum sa hai ki tum ho 
ye khvab hai khushbu hai ki jhonka hai ki pal hai 
ye dhund hai badal hai ki saaya hai ki tum ho 
is diid ki saaat men kai rang hain larzan 
main huun ki koi aur hai duniya hai ki tum ho 
dekho ye kisi aur ki ankhen hain ki meri 
dekhun ye kisi aur ka chehra hai ki tum ho 
ye umr-e-gurezan kahin Thahre to ye janun 
har saans men mujh ko yahi lagta hai ki tum ho 
har bazm men mauzu-e-sukhan dil-zadagan ka 
ab kaun hai shirin hai ki laila hai ki tum ho 
ik dard ka phaila hua sahra hai ki main huun 
ik mauj men aaya hua dariya hai ki tum ho 
vo vaqt na aae ki dil-e-zar bhi soche 
is shahr men tanha koi ham sa hai ki tum ho 
abad ham ashufta-saron se nahin maqtal 
ye rasm abhi shahr men zinda hai ki tum ho 
ai jan-e-'faraz' itni bhi taufiq kise thi 
ham ko gham-e-hasti bhi gavara hai ki tum ho"
24,ahmad-faraz,"jo ġhair the vo isī baat par hamāre hue 
ki ham se dost bahut be-ḳhabar hamāre hue 
kise ḳhabar vo mohabbat thī yā raqābat thī 
bahut se log tujhe dekh kar hamāre hue 
ab ik hujūm-e-shikasta-dilāñ hai saath apne 
jinheñ koī na milā ham-safar hamāre hue 
kisī ne ġham to kisī ne mizāj-e-ġham baḳhshā 
sab apnī apnī jagah chāragar hamāre hue 
bujhā ke taaq kī sham.eñ na dekh tāroñ ko 
isī junūñ meñ to barbād ghar hamāre hue 
vo e'timād kahāñ se 'farāz' lā.eñge 
kisī ko chhoḌ ke vo ab agar hamāre hue","jo ghair the vo isi baat par hamare hue 
ki ham se dost bahut be-khabar hamare hue 
kise khabar vo mohabbat thi ya raqabat thi 
bahut se log tujhe dekh kar hamare hue 
ab ik hujum-e-shikasta-dilan hai saath apne 
jinhen koi na mila ham-safar hamare hue 
kisi ne gham to kisi ne mizaj-e-gham bakhsha 
sab apni apni jagah charagar hamare hue 
bujha ke taaq ki shamen na dekh taron ko 
isi junun men to barbad ghar hamare hue 
vo e'timad kahan se 'faraz' laenge 
kisi ko chhoḌ ke vo ab agar hamare hue"
25,ahmad-faraz,"juz tire koī bhī din raat na jaane mere 
tū kahāñ hai magar ai dost purāne mere 
tū bhī ḳhushbū hai magar merā tajassus bekār 
barg-e-āvāra kī mānind Thikāne mere 
sham.a kī lau thī ki vo tū thā magar hijr kī raat 
der tak rotā rahā koī sirhāne mere 
ḳhalq kī be-ḳhabarī hai ki mirī rusvā.ī 
log mujh ko hī sunāte haiñ fasāne mere 
luT ke bhī ḳhush huuñ ki ashkoñ se bharā hai dāman 
dekh ġhārat-gar-e-dil ye bhī ḳhazāne mere 
aaj ik aur baras biit gayā us ke baġhair 
jis ke hote hue hote the zamāne mere 
kaash tū bhī merī āvāz kahīñ suntā ho 
phir pukārā hai tujhe dil kī sadā ne mere 
kaash tū bhī kabhī aa jaa.e masīhā.ī ko 
log aate haiñ bahut dil ko dukhāne mere 
kaash auroñ kī tarah maiñ bhī kabhī kah saktā 
baat sun lī hai mirī aaj ḳhudā ne mere 
tū hai kis haal meñ ai zūd-farāmosh mire 
mujh ko to chhīn liyā ahd-e-vafā ne mere 
chārāgar yuuñ to bahut haiñ magar ai jān-e-'farāz' 
juz tire aur koī zaḳhm na jaane mere","juz tire koi bhi din raat na jaane mere 
tu kahan hai magar ai dost purane mere 
tu bhi khushbu hai magar mera tajassus bekar 
barg-e-avara ki manind Thikane mere 
shama ki lau thi ki vo tu tha magar hijr ki raat 
der tak rota raha koi sirhane mere 
khalq ki be-khabari hai ki miri rusvai 
log mujh ko hi sunate hain fasane mere 
luT ke bhi khush huun ki ashkon se bhara hai daman 
dekh gharat-gar-e-dil ye bhi khazane mere 
aaj ik aur baras biit gaya us ke baghair 
jis ke hote hue hote the zamane mere 
kaash tu bhi meri avaz kahin sunta ho 
phir pukara hai tujhe dil ki sada ne mere 
kaash tu bhi kabhi aa jaae masihai ko 
log aate hain bahut dil ko dukhane mere 
kaash auron ki tarah main bhi kabhi kah sakta 
baat sun li hai miri aaj khuda ne mere 
tu hai kis haal men ai zud-faramosh mire 
mujh ko to chhin liya ahd-e-vafa ne mere 
charagar yuun to bahut hain magar ai jan-e-'faraz' 
juz tire aur koi zakhm na jaane mere"
26,ahmad-faraz,"karūñ na yaad magar kis tarah bhulā.ūñ use 
ġhazal bahāna karūñ aur gungunā.ūñ use 
vo ḳhaar ḳhaar hai shāḳh-e-gulāb kī mānind 
maiñ zaḳhm zaḳhm huuñ phir bhī gale lagā.ūñ use 
ye log tazkire karte haiñ apne logoñ ke 
maiñ kaise baat karūñ ab kahāñ se lā.ūñ use 
magar vo zūd-farāmosh zūd-ranj bhī hai 
ki ruuTh jaa.e agar yaad kuchh dilā.ūñ use 
vahī jo daulat-e-dil hai vahī jo rāhat-e-jāñ 
tumhārī baat pe ai nāseho gañvā.ūñ use 
jo ham-safar sar-e-manzil bichhaḌ rahā hai 'farāz' 
ajab nahīñ hai agar yaad bhī na aa.uuñ use","karun na yaad magar kis tarah bhulaun use 
ghazal bahana karun aur gungunaun use 
vo khaar khaar hai shakh-e-gulab ki manind 
main zakhm zakhm huun phir bhi gale lagaun use 
ye log tazkire karte hain apne logon ke 
main kaise baat karun ab kahan se laun use 
magar vo zud-faramosh zud-ranj bhi hai 
ki ruuTh jaae agar yaad kuchh dilaun use 
vahi jo daulat-e-dil hai vahi jo rahat-e-jan 
tumhari baat pe ai naseho ganvaun use 
jo ham-safar sar-e-manzil bichhaḌ raha hai 'faraz' 
ajab nahin hai agar yaad bhi na aauun use"
27,ahmad-faraz,"kaThin hai rāhguzar thoḌī duur saath chalo 
bahut kaḌā hai safar thoḌī duur saath chalo 
tamām umr kahāñ koī saath detā hai 
ye jāntā huuñ magar thoḌī duur saath chalo 
nashe meñ chuur huuñ maiñ bhī tumheñ bhī hosh nahīñ 
baḌā maza ho agar thoḌī duur saath chalo 
ye ek shab kī mulāqāt bhī ġhanīmat hai 
kise hai kal kī ḳhabar thoḌī duur saath chalo 
abhī to jaag rahe haiñ charāġh rāhoñ ke 
abhī hai duur sahar thoḌī duur saath chalo 
tavāf-e-manzil-e-jānāñ hameñ bhī karnā hai 
'farāz' tum bhī agar thoḌī duur saath chalo","kaThin hai rahguzar thoḌi duur saath chalo 
bahut kaḌa hai safar thoḌi duur saath chalo 
tamam umr kahan koi saath deta hai 
ye janta huun magar thoḌi duur saath chalo 
nashe men chuur huun main bhi tumhen bhi hosh nahin 
baḌa maza ho agar thoḌi duur saath chalo 
ye ek shab ki mulaqat bhi ghanimat hai 
kise hai kal ki khabar thoḌi duur saath chalo 
abhi to jaag rahe hain charagh rahon ke 
abhi hai duur sahar thoḌi duur saath chalo 
tavaf-e-manzil-e-janan hamen bhi karna hai 
'faraz' tum bhi agar thoḌi duur saath chalo"
28,ahmad-faraz,"ḳhāmosh ho kyuuñ dād-e-jafā kyuuñ nahīñ dete 
bismil ho to qātil ko duā kyuuñ nahīñ dete 
vahshat kā sabab rauzan-e-zindāñ to nahīñ hai 
mehr o mah o anjum ko bujhā kyuuñ nahīñ dete 
ik ye bhī to andāz-e-ilāj-e-ġham-e-jāñ hai 
ai chāragaro dard baḌhā kyuuñ nahīñ dete 
munsif ho agar tum to kab insāf karoge 
mujrim haiñ agar ham to sazā kyuuñ nahīñ dete 
rahzan ho to hāzir hai matā-e-dil-o-jāñ bhī 
rahbar ho to manzil kā pata kyuuñ nahīñ dete 
kyā biit ga.ī ab ke 'farāz' ahl-e-chaman par 
yārān-e-qafas mujh ko sadā kyuuñ nahīñ dete","khamosh ho kyuun dad-e-jafa kyuun nahin dete 
bismil ho to qatil ko dua kyuun nahin dete 
vahshat ka sabab rauzan-e-zindan to nahin hai 
mehr o mah o anjum ko bujha kyuun nahin dete 
ik ye bhi to andaz-e-ilaj-e-gham-e-jan hai 
ai charagaro dard baḌha kyuun nahin dete 
munsif ho agar tum to kab insaf karoge 
mujrim hain agar ham to saza kyuun nahin dete 
rahzan ho to hazir hai mata-e-dil-o-jan bhi 
rahbar ho to manzil ka pata kyuun nahin dete 
kya biit gai ab ke 'faraz' ahl-e-chaman par 
yaran-e-qafas mujh ko sada kyuun nahin dete"
